id,lab,casenumber,agency,agency2,collectiondate,datereceived,datecompleted,waterbody,sitename,sitedescription,gnisid,latitude,longitude,datum,watertemp,elevation,statename,county,huc,hucname,commonname,species,speciescode,itistsn,numbercollected,collectionmethod,specimen,numbertested,pathogentested,prelimassay,prelimpoolstested,prelimpoolsdetected,corrobassay,corrobpoolstested,corrobpoolsdetected,pathogendetected
2809923,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Spleen/Kidney,7,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809924,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Spleen/Kidney,7,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809925,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,2,,Not Applicable,,,None
2809926,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809927,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809928,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809929,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809930,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Citrobacter freundii,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809931,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809932,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Kidney,7,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809933,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,7,Electro shocking,Cranial Elements,7,Myxobolus cerebralis,Pepsin/Trypsin Digest,2,,Not Applicable,,,None
2809934,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,2,1,Polymerase Chain Reaction,1,1,Renibacterium salmoninarum
2809935,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809936,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809937,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809938,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809939,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Citrobacter freundii,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809940,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809941,Idaho Fish Health Center,ID2005-36,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,McCord Creek,,right off highway 84,1145943,45.614,-121.9947,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,6,Electro shocking,Kidney,6,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809942,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Spleen/Kidney,5,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809943,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Spleen/Kidney,5,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809944,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Spleen/Kidney,5,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809945,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Spleen/Kidney,5,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809946,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Spleen/Kidney,5,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809947,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,steelhead,Oncorhynchus mykiss,STT,161989,5,Electro shocking,Cranial Elements,5,Myxobolus cerebralis,Pepsin/Trypsin Digest,1,,Not Applicable,,,None
2809948,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,5,Electro shocking,Spleen/Kidney,5,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809949,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,5,Electro shocking,Spleen/Kidney,5,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809950,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,5,Electro shocking,Spleen/Kidney,5,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809951,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,5,Electro shocking,Spleen/Kidney,5,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809952,Idaho Fish Health Center,ID2005-37,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,10/2/2008,Moffett Creek,,right off highway 84,1146384,45.6225,-121.9731,WGS84,,,Oregon,Multnomah County,17080001,Lower Columbia,reticulate sculpin,Cottus perplexus,RET,167248,5,Electro shocking,Spleen/Kidney,5,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809953,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Spleen/Kidney,10,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809954,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Spleen/Kidney,10,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809955,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Spleen/Kidney,10,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809956,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Spleen/Kidney,10,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809957,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Spleen/Kidney,10,Infectious Salmon Anemia Virus,EPC/CHSE-214 Cell Culture,2,,Not Applicable,,,None
2809958,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Renibacterium salmoninarum,Enzyme-linked immunosorbant Assay,2,1,Polymerase Chain Reaction,1,1,Renibacterium salmoninarum
2809959,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Yersinia ruckeri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809960,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Aeromonas salmonicida,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809961,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Edwardsiella ictaluri,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809962,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Edwardsiella tarda,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809963,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Citrobacter freundii,Brain-Heart Infusion Agar Culture,2,,Not Applicable,,,None
2809964,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Flavobacterium psychrophilum,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809965,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Kidney,10,Flavobacterium columnaris,Tryptone Yeast Extract Salts Agar,2,,Not Applicable,,,None
2809966,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,cutthroat trout,Oncorhynchus clarkii,CUT,161983,10,Electro shocking,Cranial Elements,10,Myxobolus cerebralis,Pepsin/Trypsin Digest,2,,Not Applicable,,,None
2809967,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,2,Electro shocking,Spleen/Kidney,2,Infectious Hematopoietic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809968,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,2,Electro shocking,Spleen/Kidney,2,Infectious Pancreatic Necrosis Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809969,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,2,Electro shocking,Spleen/Kidney,2,Oncorhynchus Masou Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
2809970,Idaho Fish Health Center,ID2005-38,U.S. Fish & Wildlife Service,Lower Columbia River Fish Health Center,9/17/2005,9/17/2005,1/31/2006,Viento Creek,,right off highway 84,1151763,45.6941,-121.6645,WGS84,,,Oregon,Hood River County,17070105,Middle Columbia,coho salmon,Oncorhynchus kisutch,COS,161977,2,Electro shocking,Spleen/Kidney,2,Viral Hemorrhagic Septicemia Virus,EPC/CHSE-214 Cell Culture,1,,Not Applicable,,,None
